car,score,content,is_negative,input_negative
2026 메르세데스-벤츠 GLE 쿠페,10.0,벤츠의 마지막 디젤 엔진 소음 진동 연비 힘 두루 우수함 패밀리카로 최적의 공간과 승차감을 가지고 있음,True,True
2026 메르세데스-벤츠 GLE 쿠페,10.0,"후회없는 선택 X5와 고민하였지만 패밀리카로써는 GLE450의 뒷좌석 편안함과 커다란 선루프의 개방감이 비교 자체가 안될정도였다 운전자뿐만아니라 가족의 편안함, 장거리 주행에서도 답답하지 않고 고속 주행에선 오히려 안정감이 든다 또한 삼각별 브랜드의 가치는 확실히 자부심을 느끼게 만들어 하차감이 매우 만족스럽다",True,False
2026 메르세데스-벤츠 GLE 쿠페,10.0,"큰덩치와 부드러운외관 고급스런 실내디자인 정숙함, 넘치는파워, 잡소리한번안나는 내차",True,False
2026 메르세데스-벤츠 GLE 쿠페,8.67,"디자인, 하차감 아무만족합니다. 연비도 차 덩치에 비해 나름 나쁘지 않습니다. 단, 국산차 대비 실내 편의사양, 시트 편안함은 기대 안하는게~~ 고속주행은 만족감이 높은데 저속(40km/h 이하) 주행시 꿀렁거림이 좀 있습니다.",True,False
2026 메르세데스-벤츠 GLE 쿠페,7.5,"오로지 쿠페 디자인 하나보고 산거라ㅋ 요즘 분위기에 디젤 사는건 아닌것 같아서 선택의 여지도 없이 하이브리드. 사실 충전 귀찮은데 전기주행 질감이 생각 이상으로 좋음. 차 무게 때문에 전비, 연비는 포기해야함. 비교모델 X6 잠깐 봤었는데 인테리어랑 2열보니 비교할 가치도 없다고 생각이 들어 바로 이 모델 선택!",True,False
2026 메르세데스-벤츠 GLE 쿠페,7.83,전체적으로 정숙하며 뒷자리 탑승 시 롤링현상이 있습니다 사람마다 개인차는 있을 수 있습니다 구매 전 비교했었던 X5보다 실내 공간은 넓고 트렁크는 작습니다 캠핑을 다니다보니 트렁크가 작은게 조금 불편하긴 합니다 그 외에는 모든점이 맘에 듭니다 패밀리카로 적극 추천합니다,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.33,실내 조용하고 고속 주행시도 정숙성 최고. 가족의 생명을 지켜줄만큼 든든하다고 탈 때 마다 몸소 느낌. 연비는 시외주행하면 두자릿수 찍어주는데 시내주행이 많다보니 공인연비 밑으로 형성 됨. 단점 한가지만 꼽자면 막히는 도로에서 변속이 많이 느껴짐(2단 출발 때문에 그런 듯),True,False
2026 메르세데스-벤츠 GLE 쿠페,8.67,대체로 만족하고 잘 타고 다닙니다. 근데 자잘한 문제는 잦은편이긴 하지만,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.0,실내도 넓고 승차감도 좋습니다. 시내주행 연비가 생각보다 안좋습니다. 차량 옵션은 그냥 벤츠 감성으로 커버해야 합니다~,True,False
2026 메르세데스-벤츠 GLE 쿠페,8.67,다양한 주행질감 / 고급스런 인테리어 / 편안한 승차감 / 삼각별하차감 / 최고의페미리카 등 장점이 있고 가격대비 떨어지는 품질 / 전기 없음 답답함 등 단점이 있네요 다시 선택하라해도 겟할듯 합니다.,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.67,다음차도 벤츠로 사야겠다고 생각하게끔 만드는 차입니다. 내부 크기도 엄청 커서 아이들도 편해합니다. 그렇다고 주차하는게 불편하지 않아 편하게 몰고 다니고 있습니다.,True,False
2026 메르세데스-벤츠 GLE 쿠페,8.5,디자인이 예쁘고 실내가 넓어요. 주행성능도 뛰어납니다. 하지만 비싸고 무거운 만큼 연비가 좋지 않습니다.,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.33,4기통이라 주위에서 별로일거라 생각하는 경우가 많은데 옵션 조금 빠지는거 빼곤 상당히 괜찮습니다,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.0,레이지로버타다가 넘어왔습니다. 신세계네요. 전기충전의지만 있으면 연비는 경유이상인듯하구요 옵션이나 주행능력은 너무 좋네요,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.67,"가격대비 옵션은 조금 부족하지만, 옵션 제외한 모든면에서 만족도는 매우 높음",True,False
2026 메르세데스-벤츠 GLE 쿠페,9.0,패밀리카로 좋아요 뒷자리 넓고 트렁크도 정말 커요 벤츠는 가속성도 제동력도 정말 좋아서 운전하는 맛이 나요 디젤이지만 소음도 크지 않고 덜덜거림도 없어 탑승하신 타차 분들 정말 놀래요,True,True
2026 메르세데스-벤츠 GLE 쿠페,8.67,괜찮습니다. 편안하고 주행성능도 좋고 에어서스펜션이라 안락합니다. 연비 빼고는 좋아요.,True,False
2026 메르세데스-벤츠 GLE 쿠페,7.83,고속도로 주행성 및 연비가 뛰어나고 서울 부산 왕복해도 기름이 많이 남습니다.,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.67,"승차감 우수한편이고,주행중 피로감없고,연비또한 만족합니다. 대체로 만족하게 타고있어요^^",True,False
2026 메르세데스-벤츠 GLE 쿠페,7.0,뒷자리가 넓어 구입했지만 샀을때부터 잡소리때문에 센터에 몇번 들어갔는지 모르겠습니다. 조립불량에 센터가도 못잡습니다 구매자가 찾아야됩니다,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.5,"2021년 5월4일 인수받고, 현재까지 7000km 탔습니다. 윈도우브러쉬 떨림현상으로 수리받은것 외에는 나무랄곳이 없고 아주 만족합니다.",True,False
2026 메르세데스-벤츠 GLE 쿠페,9.33,승차감 하차감좋지만 뒷자석조절이안되서 뒤에오래타면 좀불편함 가격은 비싸지만 차는좋음,True,False
2026 메르세데스-벤츠 GLE 쿠페,7.17,가격 대비...차는 괜찮는데... 잔 고장은 아니지만 가끔 신경 쓰이는게 있어요,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.5,연비빼고는 전체적으로 만족합니다 승차감이나 안전성이 아주 뛰어나보 디자인도 맘에 쏙듭니다,True,False
2026 메르세데스-벤츠 GLE 쿠페,9.67,"가격대비 옵션이 부족한 부분은 있어요 그러나 운전대를 잡으면 에어서스가 주는 주행질감과 편안함이 모든걸 상쇄해주죠 연비는 시내 주행은 감동있는 연비는 아니고, 고속 주행은 감동 그 자체입니다 서울 부산 왕복하고도 기름이 많이 남아요 ㅎㅎ 패밀리카로 아빠의 감성과 아이들의 거주성, 와이프의 하차감 이 세박자를 모두 만족시키는 GLE 300d 입니다",True,False
2026 메르세데스-벤츠 GLE 쿠페,9.5,비싼만큼 하차감 제대로 느낍니다 주행정숙성 디자인 하차감 연비 모든면에서 완벽하나.. 자잘한 부분에서 2프로 부족한느낌,True,False
2026 메르세데스-벤츠 GLE 쿠페,8.17,"주행질감과 정숙성은 좋아요. 가격은 적당하지 않아요. 연비는 생각보다 괜찮아요. 품질은 전자기기 계통이 자주 오류가 나와 벤츠는 이 부분이 문제예요. 전기차는 ... 음. 디자인은 호불호라 전 만족해요. 듬직하고, 묵직한 느낌. Rv 는 가족을 위한 차라 생각되기에 거주성은 최고인듯... 다만, 리클라인 안되는 점은...",True,False
2026 메르세데스-벤츠 GLE 쿠페,9.5,유튜브를 보면 승차감이 안좋다 롤링이 심하다 하고 얘기하는데.. 승차감 좋구요...디자인도 만족하고 디젤임에도 조용하고 뽑기가 잘된건지는 모르겠지만 하자없이 잘 타고 있습니다,True,False
